Ticker,0
AAPL,0.5707070707070707
ABBV,0.5353535353535354
ABT,0.5176767676767676
ACN,0.5252525252525253
ADBE,0.5227272727272727
ADI,0.5202020202020202
ADM,0.48737373737373735
ADP,0.5328282828282829
ADSK,0.5303030303030303
AEE,0.5404040404040404
AEP,0.5176767676767676
AES,0.48484848484848486
AFL,0.5580808080808081
AIG,0.547979797979798
AIZ,0.5681818181818182
AJG,0.5252525252525253
AKAM,0.5252525252525253
ALB,0.49747474747474746
ALGN,0.5
ALK,0.49747474747474746
ALL,0.5277777777777778
ALLE,0.5353535353535354
AMAT,0.5378787878787878
AMCR,0.4722222222222222
AMD,0.51010101010101
AME,0.51010101010101
AMGN,0.5505050505050505
AMP,0.5404040404040404
AMT,0.5227272727272727
AMZN,0.5328282828282829
ANET,0.5732323232323232
AON,0.5252525252525253
AOS,0.4722222222222222
APA,0.5176767676767676
APD,0.494949494949495
APH,0.5858585858585859
APTV,0.5025252525252525
ARE,0.5075757575757576
ATO,0.5681818181818182
AVGO,0.5580808080808081
AVY,0.48737373737373735
AWK,0.5227272727272727
AXP,0.5454545454545454
AZO,0.5176767676767676
BA,0.47474747474747475
BAC,0.5277777777777778
BAX,0.4898989898989899
BBY,0.494949494949495
BDX,0.4797979797979798
BEN,0.5025252525252525
BIIB,0.494949494949495
BIO,0.5025252525252525
BK,0.5909090909090909
BKNG,0.5580808080808081
BKR,0.5429292929292929
BLK,0.5277777777777778
BMY,0.5328282828282829
BR,0.5176767676767676
BRK-B,0.5378787878787878
BRO,0.5328282828282829
BSX,0.5429292929292929
BWA,0.547979797979798
BXP,0.5277777777777778
C,0.5404040404040404
CAG,0.4772727272727273
CAH,0.5681818181818182
CARR,0.49242424242424243
CAT,0.5404040404040404
CB,0.5378787878787878
CBOE,0.5176767676767676
CBRE,0.5555555555555556
CCI,0.5429292929292929
CCL,0.5176767676767676
CDNS,0.5202020202020202
CDW,0.5176767676767676
CE,0.49747474747474746
CEG,0.494949494949495
CF,0.5606060606060606
CFG,0.5227272727272727
CHD,0.5328282828282829
CHRW,0.5176767676767676
CHTR,0.494949494949495
CI,0.5202020202020202
CINF,0.5404040404040404
CL,0.4797979797979798
CLX,0.5
CMCSA,0.4722222222222222
